# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CG3192	FBgn0029888	FBtr0100409	protein_coding	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CG3192	FBgn0029888	FBtr0343330	protein_coding	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CG3198	FBgn0029887	FBtr0070991	protein_coding	0	0	0	39	8	0	0	0	0	0	0	28	0	0	1	0	0	0	0	0	0	0	0	0	0	2
CG3224	FBgn0029885	FBtr0070992	protein_coding	0	1	0	57	0	0	0	0	0	0	0	16	0	0	2	0	0	0	0	0	0	0	0	0	1	39
CG3226	FBgn0029882	FBtr0070993	protein_coding	0	1	0	44	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1	24
CG32506	FBgn0052506	FBtr0307539	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CG32506	FBgn0052506	FBtr0340401	protein_coding	0	0	0	4	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CG32512	FBgn0052512	FBtr0077262	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CG32512	FBgn0052512	FBtr0332847	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG32512	FBgn0052512	FBtr0332848	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG32512	FBgn0052512	FBtr0340438	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CG32521	FBgn0052521	FBtr0077234	protein_coding	0	0	0	17	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	5
CG32521	FBgn0052521	FBtr0077235	protein_coding	0	0	0	17	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	5
CG32521	FBgn0052521	FBtr0077236	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	5
CG32521	FBgn0052521	FBtr0310652	protein_coding	0	0	0	17	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	5
CG32521	FBgn0052521	FBtr0310653	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	5
CG32521	FBgn0052521	FBtr0310654	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	5
CG32521	FBgn0052521	FBtr0331813	protein_coding	0	0	0	17	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	5
CG32521	FBgn0052521	FBtr0331814	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	5
CG32521	FBgn0052521	FBtr0331815	protein_coding	0	0	0	17	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	5
CG32523	FBgn0052523	FBtr0077183	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG32532	FBgn0052532	FBtr0340418	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG32532	FBgn0052532	FBtr0340419	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG32532	FBgn0052532	FBtr0340420	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG32533	FBgn0052533	FBtr0074786	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG32533	FBgn0052533	FBtr0346016	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG32536	FBgn0052536	FBtr0074686	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG32537	FBgn0052537	FBtr0074687	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG32544	FBgn0052544	FBtr0074644	protein_coding	0	0	0	8	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CG32544	FBgn0052544	FBtr0333158	protein_coding	0	0	0	8	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CG32547	FBgn0052547	FBtr0290002	protein_coding	0	6	1	276	0	0	0	0	0	0	0	3	0	0	267	1	0	0	0	0	0	0	0	0	6	6
CG32547	FBgn0052547	FBtr0332378	protein_coding	0	6	1	276	1	0	0	0	0	0	0	2	0	0	267	1	0	0	0	0	0	0	0	0	6	6
CG32548	FBgn0052548	FBtr0074568	protein_coding	0	3	3	14	0	0	0	0	0	1	0	3	0	0	7	2	0	0	0	0	0	0	0	0	3	4
CG32548	FBgn0052548	FBtr0074569	protein_coding	0	3	3	12	0	0	0	0	0	1	0	3	0	0	7	2	0	0	0	0	0	0	0	0	3	2
CG32549	FBgn0052549	FBtr0074570	protein_coding	0	1	0	35	0	0	0	0	0	0	0	13	0	0	12	0	0	0	0	0	0	0	0	0	1	10
CG32549	FBgn0052549	FBtr0074571	protein_coding	0	2	1	22	0	0	0	0	0	0	0	13	0	0	7	1	0	0	0	0	0	0	0	0	2	2
CG32549	FBgn0052549	FBtr0074574	protein_coding	0	1	0	35	0	0	0	0	0	0	0	13	0	0	12	0	0	0	0	0	0	0	0	0	1	10
CG32549	FBgn0052549	FBtr0074575	protein_coding	0	1	0	35	0	0	0	0	0	0	0	13	0	0	12	0	0	0	0	0	0	0	0	0	1	10
CG32549	FBgn0052549	FBtr0340421	protein_coding	0	1	0	35	0	0	0	0	0	0	0	13	0	0	12	0	0	0	0	0	0	0	0	0	1	10
CG32549	FBgn0052549	FBtr0340422	protein_coding	0	1	0	35	0	0	0	0	0	0	0	13	0	0	12	0	0	0	0	0	0	0	0	0	1	10
CG32551	FBgn0052551	FBtr0290003	protein_coding	0	0	0	19	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	16
CG32553	FBgn0052553	FBtr0302988	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG32563	FBgn0052563	FBtr0074391	protein_coding	0	0	0	23	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22
CG32563	FBgn0052563	FBtr0340615	protein_coding	0	0	0	23	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22
CG32564	FBgn0052564	FBtr0074390	protein_coding	0	1	1	22	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	18
CG32568	FBgn0052568	FBtr0301043	protein_coding	0	0	0	26	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	13
CG32568	FBgn0052568	FBtr0343362	protein_coding	0	0	0	26	2	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	13
CG32572	FBgn0052572	FBtr0074324	protein_coding	0	5	7	67	1	0	0	0	0	0	0	35	0	0	17	7	0	0	0	0	0	0	0	0	5	14
CG32573	FBgn0052573	FBtr0074315	protein_coding	0	3	2	22	0	0	0	0	0	0	0	3	0	0	1	2	0	0	0	0	0	0	0	0	3	18
CG32573	FBgn0052573	FBtr0302364	protein_coding	0	3	2	18	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	3	15
CG32576	FBgn0052576	FBtr0074245	protein_coding	0	0	1	16	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	8
CG32576	FBgn0052576	FBtr0100556	protein_coding	0	0	1	16	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	8
CG32579	FBgn0052579	FBtr0074225	protein_coding	0	0	1	18	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	4
CG32579	FBgn0052579	FBtr0331754	protein_coding	0	0	1	18	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	4
CG32579	FBgn0052579	FBtr0331755	protein_coding	0	1	1	20	0	0	0	0	0	0	0	14	0	0	3	1	0	0	0	0	1	0	0	0	0	4
CG32588	FBgn0052588	FBtr0074025	protein_coding	0	1	0	23	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	8
CG32591	FBgn0052591	FBtr0073973	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG32591	FBgn0052591	FBtr0343378	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG32599	FBgn0260482	FBtr0073904	protein_coding	0	0	0	11	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7
CG32603	FBgn0052603	FBtr0073894	protein_coding	0	7	3	31	0	0	0	0	0	0	0	14	0	0	0	3	0	0	0	0	0	0	0	0	7	17
CG32625	FBgn0052625	FBtr0073839	protein_coding	0	1	2	26	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	24
CG32631	FBgn0052631	FBtr0073799	protein_coding	0	0	0	15	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG32633	FBgn0052633	FBtr0073800	protein_coding	0	0	0	19	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	13
CG32633	FBgn0052633	FBtr0310431	protein_coding	0	0	0	19	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	13
CG32638	FBgn0052638	FBtr0300453	protein_coding	0	0	0	27	2	0	0	0	0	0	0	24	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CG32639	FBgn0052639	FBtr0073734	protein_coding	0	2	0	43	0	0	1	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	2	12
CG32640	FBgn0052640	FBtr0073728	protein_coding	0	0	0	27	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	20
CG32641	FBgn0052641	FBtr0073729	protein_coding	0	1	4	8	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	1	5
CG32642	FBgn0052642	FBtr0305598	protein_coding	0	1	0	26	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	18
CG32642	FBgn0052642	FBtr0346281	protein_coding	0	1	0	26	1	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	17
CG32643	FBgn0052643	FBtr0073716	protein_coding	0	0	0	40	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	28
CG32645	FBgn0052645	FBtr0073725	protein_coding	0	0	0	51	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	39
CG32647	FBgn0052647	FBtr0073702	protein_coding	0	0	0	55	2	0	0	0	0	0	0	19	0	0	20	0	0	0	0	0	0	0	0	0	0	14
CG32647	FBgn0052647	FBtr0073703	protein_coding	0	0	0	43	0	0	0	0	0	0	0	9	0	0	20	0	0	0	0	0	0	0	0	0	0	14
CG32647	FBgn0052647	FBtr0340412	protein_coding	0	0	0	58	5	0	0	0	0	0	0	19	0	0	20	0	0	0	0	0	0	0	0	0	0	14
CG32647	FBgn0052647	FBtr0346126	protein_coding	0	0	0	67	9	0	0	0	0	0	0	24	0	0	20	0	0	0	0	0	0	0	0	0	0	14
CG32649	FBgn0052649	FBtr0073697	protein_coding	0	0	0	48	0	0	2	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	29
CG32650	FBgn0052650	FBtr0073698	protein_coding	0	0	0	45	0	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	28
CG32651	FBgn0052651	FBtr0073672	protein_coding	0	0	0	18	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CG32655	FBgn0052655	FBtr0073633	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
CG32668	FBgn0052668	FBtr0073469	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CG32669	FBgn0052669	FBtr0073412	protein_coding	0	1	1	15	1	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	1	7
CG32676	FBgn0052676	FBtr0071503	protein_coding	0	3	2	70	0	0	0	0	1	0	0	5	0	0	64	1	0	0	0	0	0	0	0	0	3	1
CG32676	FBgn0052676	FBtr0333017	protein_coding	0	3	2	71	0	0	0	0	1	0	0	6	0	0	64	1	0	0	0	0	0	0	0	0	3	1
CG32679	FBgn0052679	FBtr0071469	protein_coding	0	0	0	63	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	46
CG32681	FBgn0052681	FBtr0071466	protein_coding	0	18	7	7	0	0	0	0	0	0	0	6	0	0	0	7	0	0	0	0	0	0	0	0	18	1
CG32683	FBgn0052683	FBtr0071463	protein_coding	0	9	0	106	7	0	1	0	0	0	0	3	0	0	89	0	0	0	0	0	0	0	0	0	9	6
CG32683	FBgn0052683	FBtr0343034	protein_coding	0	9	0	105	7	0	0	0	0	0	0	3	0	0	86	0	0	0	0	0	0	0	0	0	9	9
CG32686	FBgn0052686	FBtr0071467	protein_coding	0	2	2	68	1	0	1	0	0	0	0	41	0	0	0	2	0	0	0	0	0	0	0	0	2	25
CG32686	FBgn0052686	FBtr0071468	protein_coding	0	2	3	67	1	0	0	0	0	1	0	41	0	0	0	2	0	0	0	0	0	0	0	0	2	25
CG32687	FBgn0052687	FBtr0071458	protein_coding	0	0	0	16	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14
CG32687	FBgn0052687	FBtr0336901	protein_coding	0	0	0	16	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13
CG32694	FBgn0052694	FBtr0071410	protein_coding	0	1	0	83	2	0	0	0	0	0	0	7	0	0	68	0	0	0	0	0	1	0	0	0	0	7
CG32694	FBgn0052694	FBtr0071411	protein_coding	0	1	0	84	5	0	0	0	0	0	0	2	0	0	71	0	0	0	0	0	1	0	0	0	0	7
CG32694	FBgn0052694	FBtr0071412	protein_coding	1	1	0	83	5	0	0	0	0	0	0	2	0	0	71	0	0	0	0	1	1	0	0	0	0	7
CG32694	FBgn0052694	FBtr0307380	protein_coding	1	1	1	81	0	0	0	0	0	0	0	7	0	0	69	1	0	0	0	1	1	0	0	0	0	7
CG32694	FBgn0052694	FBtr0307381	protein_coding	0	1	0	84	5	0	0	0	0	0	0	2	0	0	71	0	0	0	0	0	1	0	0	0	0	7
CG32694	FBgn0052694	FBtr0307382	protein_coding	0	1	0	83	2	0	0	0	0	0	0	7	0	0	68	0	0	0	0	0	1	0	0	0	0	7
CG32694	FBgn0052694	FBtr0340479	protein_coding	0	1	0	83	2	0	0	0	0	0	0	7	0	0	68	0	0	0	0	0	1	0	0	0	0	7
CG32695	FBgn0052695	FBtr0071398	protein_coding	0	0	0	15	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	7
CG32695	FBgn0052695	FBtr0343033	protein_coding	0	0	0	22	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	7
CG32695	FBgn0052695	FBtr0346169	protein_coding	0	0	0	23	3	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	7
CG32698	FBgn0052698	FBtr0071386	protein_coding	0	1	0	141	0	1	2	0	0	0	0	9	0	0	108	0	0	0	0	0	0	0	0	0	0	22
CG32698	FBgn0052698	FBtr0307489	protein_coding	1	1	0	140	0	1	5	0	0	0	0	9	0	0	105	0	0	0	0	1	0	0	0	0	0	22
CG32698	FBgn0052698	FBtr0336923	protein_coding	0	0	0	140	9	0	0	0	0	0	0	27	0	0	83	0	0	0	0	0	0	0	0	0	0	21
CG32698	FBgn0052698	FBtr0346170	protein_coding	0	0	0	142	0	0	0	0	0	0	0	9	0	0	132	0	0	0	0	0	0	0	0	0	0	1
CG32699	FBgn0052699	FBtr0110850	protein_coding	0	2	0	22	1	0	0	0	0	0	0	17	0	0	2	0	0	0	0	0	0	0	0	0	2	2
CG32700	FBgn0267253	FBtr0071373	protein_coding	0	1	0	180	0	1	5	0	0	0	0	4	0	0	157	0	0	0	0	0	0	0	0	0	0	14
CG32700	FBgn0267253	FBtr0071374	protein_coding	0	1	0	181	3	1	5	0	0	0	0	1	0	0	158	0	0	0	0	0	0	0	0	0	0	14
CG32706	FBgn0052706	FBtr0071287	protein_coding	0	0	0	8	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CG32708	FBgn0052708	FBtr0071286	protein_coding	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CG32712	FBgn0052712	FBtr0300386	protein_coding	0	5	0	28	3	0	0	0	0	0	0	15	0	0	4	0	0	0	0	0	3	0	0	0	2	7
CG32713	FBgn0052713	FBtr0071243	protein_coding	0	0	2	117	0	0	1	0	0	1	0	71	0	0	0	1	0	0	0	0	0	0	0	0	0	45
CG32713	FBgn0052713	FBtr0343355	protein_coding	0	0	2	117	0	0	1	0	0	1	0	71	0	0	0	1	0	0	0	0	0	0	0	0	0	45
CG32718	FBgn0052718	FBtr0300461	protein_coding	0	1	0	48	1	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	1	18
CG32718	FBgn0052718	FBtr0332490	protein_coding	0	1	0	48	1	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	1	18
CG32718	FBgn0052718	FBtr0332491	protein_coding	0	1	0	48	1	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	1	18
CG32719	FBgn0052719	FBtr0071083	protein_coding	0	0	3	143	0	0	0	0	0	0	0	29	0	0	103	3	0	0	0	0	0	0	0	0	0	11
CG32720	FBgn0052720	FBtr0304870	protein_coding	0	3	3	51	0	0	0	0	1	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	3	37
CG32726	FBgn0052726	FBtr0071059	protein_coding	0	2	0	28	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	2	6
CG32726	FBgn0052726	FBtr0343326	protein_coding	0	2	0	26	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	2	6
CG32727	FBgn0265265	FBtr0071056	protein_coding	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CG32732	FBgn0052732	FBtr0071039	protein_coding	0	0	0	39	0	0	0	0	0	0	0	13	0	0	16	0	0	0	0	0	0	0	0	0	0	10
CG32736	FBgn0052736	FBtr0071007	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
CG32736	FBgn0052736	FBtr0071008	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
CG32750	FBgn0052750	FBtr0070881	protein_coding	0	20	6	112	3	0	0	0	0	0	0	31	0	0	2	6	0	0	0	0	3	0	0	0	17	78
CG32751	FBgn0052751	FBtr0070880	protein_coding	0	33	9	106	0	0	0	1	0	0	0	57	0	0	4	8	0	0	0	0	1	0	0	0	32	46
CG32751	FBgn0052751	FBtr0340669	protein_coding	0	33	10	105	0	0	0	1	0	0	0	57	0	0	3	9	0	0	0	0	1	0	0	0	32	46
CG32755	FBgn0052755	FBtr0070862	protein_coding	0	8	0	21	2	0	0	0	0	0	0	12	0	0	4	0	0	0	0	0	0	0	0	0	8	3
CG32756	FBgn0052756	FBtr0070860	protein_coding	0	0	0	25	3	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CG32756	FBgn0052756	FBtr0343295	protein_coding	0	0	0	26	3	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CG32758	FBgn0052758	FBtr0070843	protein_coding	0	9	0	54	4	0	2	0	0	0	0	3	0	0	46	0	0	0	0	0	1	0	0	0	8	0
CG32758	FBgn0052758	FBtr0339525	protein_coding	0	9	0	37	4	0	0	0	0	0	0	10	0	0	9	0	0	0	0	0	1	0	0	0	8	15
CG32758	FBgn0052758	FBtr0340670	protein_coding	0	9	0	43	4	0	0	0	0	0	0	16	0	0	9	0	0	0	0	0	1	0	0	0	8	15
CG32762	FBgn0052762	FBtr0070791	protein_coding	0	0	0	9	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CG32762	FBgn0052762	FBtr0345787	protein_coding	0	0	0	9	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CG32767	FBgn0052767	FBtr0300994	protein_coding	0	3	1	51	3	0	0	0	1	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	3	36
CG32767	FBgn0052767	FBtr0300995	protein_coding	0	3	1	39	4	0	0	0	1	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	3	18
CG32767	FBgn0052767	FBtr0302118	protein_coding	0	3	1	39	4	0	1	0	1	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	3	18
CG32767	FBgn0052767	FBtr0302119	protein_coding	0	3	1	39	4	0	0	0	1	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	3	18
CG32767	FBgn0052767	FBtr0331757	protein_coding	0	3	1	39	4	0	0	0	1	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	3	18
CG32767	FBgn0052767	FBtr0331758	protein_coding	0	3	1	40	19	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	18
CG32772	FBgn0052772	FBtr0300997	protein_coding	0	0	0	30	0	0	0	0	0	0	0	11	0	0	9	0	0	0	0	0	0	0	0	0	0	10
CG32772	FBgn0052772	FBtr0342951	protein_coding	0	0	0	22	0	0	0	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	0	0	0	8
CG32772	FBgn0052772	FBtr0342952	protein_coding	0	0	0	30	5	0	0	0	0	0	0	6	0	0	9	0	0	0	0	0	0	0	0	0	0	10
CG32772	FBgn0052772	FBtr0343533	protein_coding	0	0	0	22	5	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	8
CG32783	FBgn0052783	FBtr0344826	protein_coding	0	0	0	9	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG32786	FBgn0052786	FBtr0344825	protein_coding	0	1	0	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	10
CG32791	FBgn0052791	FBtr0070588	protein_coding	0	1	0	57	1	0	3	0	0	0	0	3	0	0	47	0	0	0	0	0	0	0	0	0	1	3
CG32791	FBgn0052791	FBtr0333794	protein_coding	0	1	0	240	1	1	1	0	0	0	0	3	0	0	233	0	0	0	0	0	0	0	0	0	0	2
CG32791	FBgn0052791	FBtr0333795	protein_coding	0	1	0	59	4	0	3	0	0	0	0	2	0	0	47	0	0	0	0	0	0	0	0	0	1	3
CG32793	FBgn0052793	FBtr0070550	protein_coding	0	7	7	32	0	0	0	1	0	1	1	8	0	0	0	4	0	0	0	0	0	0	0	0	7	24
CG32795	FBgn0040384	FBtr0070491	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG32795	FBgn0040384	FBtr0070492	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG32795	FBgn0040384	FBtr0070493	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG32795	FBgn0040384	FBtr0309881	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG32795	FBgn0040384	FBtr0345318	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG32797	FBgn0052797	FBtr0070461	protein_coding	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG32808	FBgn0052808	FBtr0070295	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG32809	FBgn0023531	FBtr0089814	protein_coding	0	1	0	29	0	0	1	0	0	0	0	4	0	0	17	0	0	0	0	0	0	0	0	0	1	7
CG32809	FBgn0023531	FBtr0089815	protein_coding	0	1	0	29	0	0	1	0	0	0	0	2	0	0	19	0	0	0	0	0	0	0	0	0	1	7
CG32809	FBgn0023531	FBtr0308321	protein_coding	0	1	0	29	2	0	2	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	1	6
CG32809	FBgn0023531	FBtr0308322	protein_coding	0	0	0	26	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	19
CG32809	FBgn0023531	FBtr0308323	protein_coding	0	1	0	29	2	0	2	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	1	6
CG32809	FBgn0023531	FBtr0308324	protein_coding	0	1	0	29	2	0	2	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	1	6
CG32809	FBgn0023531	FBtr0330408	protein_coding	0	1	0	29	0	0	1	0	0	0	0	2	0	0	19	0	0	0	0	0	0	0	0	0	1	7
CG32809	FBgn0023531	FBtr0333117	protein_coding	0	1	0	29	2	0	2	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	1	6
CG32809	FBgn0023531	FBtr0333118	protein_coding	0	1	0	29	2	0	2	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	1	6
CG32809	FBgn0023531	FBtr0333119	protein_coding	0	1	0	29	2	0	2	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	1	6
CG32809	FBgn0023531	FBtr0333120	protein_coding	0	1	0	29	2	0	2	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	1	6
CG32811	FBgn0052811	FBtr0302877	protein_coding	0	0	0	50	0	0	1	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	32
